STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; STRUKTUR_VERSION; LUFTTEMPERATUR; REL_FEUCHTE; STRAHLUNGSTEMPERATUR; eor                                                                                    
    13667;  2021122301;   3;0;   -3.5;   80;   -4.9;eor                                                                                                                                                 
    13667;  2021122302;   3;0;   -2.9;   78;   -4.4;eor                                                                                                                                                 
    13667;  2021122303;   3;0;   -2.7;   80;   -3.9;eor                                                                                                                                                 
    13667;  2021122304;   3;0;   -2.8;   83;   -4.3;eor                                                                                                                                                 
    13667;  2021122305;   3;0;   -2.9;   84;   -4.8;eor                                                                                                                                                 
    13667;  2021122306;   3;0;   -2.5;   83;   -3.9;eor                                                                                                                                                 
    13667;  2021122307;   3;0;    -.7;   76;   -1.9;eor                                                                                                                                                 
    13667;  2021122308;   3;0;    2.5;   63;     .8;eor                                                                                                                                                 
    13667;  2021122309;   3;0;    4.0;   61;    3.8;eor                                                                                                                                                 
    13667;  2021122310;   3;0;    7.8;   48;    8.3;eor                                                                                                                                                 
    13667;  2021122311;   3;0;    7.7;   49;    8.3;eor                                                                                                                                                 
    13667;  2021122312;   3;0;    9.2;   45;   12.2;eor                                                                                                                                                 
    13667;  2021122313;   3;0;   10.1;   42;    9.6;eor                                                                                                                                                 
    13667;  2021122314;   3;0;    8.8;   46;    8.8;eor                                                                                                                                                 
    13667;  2021122315;   3;0;    9.0;   49;    8.3;eor                                                                                                                                                 
    13667;  2021122316;   3;0;    9.9;   50;    9.1;eor                                                                                                                                                 
    13667;  2021122317;   3;0;    9.2;   52;    8.3;eor                                                                                                                                                 
    13667;  2021122318;   3;0;    9.7;   52;    8.6;eor                                                                                                                                                 
    13667;  2021122319;   3;0;   11.4;   49;   10.6;eor                                                                                                                                                 
    13667;  2021122320;   3;0;   10.6;   54;    9.7;eor                                                                                                                                                 
    13667;  2021122321;   3;0;   11.9;   53;   11.0;eor                                                                                                                                                 
    13667;  2021122322;   3;0;   10.3;   58;    9.4;eor                                                                                                                                                 
    13667;  2021122323;   3;0;   11.0;   57;   10.1;eor                                                                                                                                                 
    13667;  2021122400;   3;0;   11.1;   57;   10.3;eor                                                                                                                                                 
    13667;  2021122401;   3;0;   10.6;   61;    9.5;eor                                                                                                                                                 
    13667;  2021122402;   3;0;   10.5;   63;    9.8;eor                                                                                                                                                 
    13667;  2021122403;   3;0;   10.5;   63;   10.0;eor                                                                                                                                                 
    13667;  2021122404;   3;0;   10.3;   64;    9.5;eor                                                                                                                                                 
    13667;  2021122405;   3;0;   10.2;   67;    9.6;eor                                                                                                                                                 
    13667;  2021122406;   3;0;   10.2;   68;    9.7;eor                                                                                                                                                 
    13667;  2021122407;   3;0;    9.6;   72;    8.3;eor                                                                                                                                                 
    13667;  2021122408;   3;0;    8.7;   82;    7.5;eor                                                                                                                                                 
    13667;  2021122409;   3;0;    8.1;   89;    7.4;eor                                                                                                                                                 
    13667;  2021122410;   3;0;    8.3;   89;    7.6;eor                                                                                                                                                 
    13667;  2021122411;   3;0;    8.7;   88;    8.2;eor                                                                                                                                                 
    13667;  2021122412;   3;0;    9.4;   84;    8.4;eor                                                                                                                                                 
    13667;  2021122413;   3;0;    9.5;   85;    8.5;eor                                                                                                                                                 
    13667;  2021122414;   3;0;    9.5;   86;    8.6;eor                                                                                                                                                 
    13667;  2021122415;   3;0;   10.0;   81;    8.9;eor                                                                                                                                                 
    13667;  2021122416;   3;0;   10.2;   80;    9.3;eor                                                                                                                                                 
    13667;  2021122417;   3;0;   10.5;   79;    9.8;eor                                                                                                                                                 
    13667;  2021122418;   3;0;   10.7;   81;    9.6;eor                                                                                                                                                 
    13667;  2021122419;   3;0;   10.4;   83;    9.2;eor                                                                                                                                                 
    13667;  2021122420;   3;0;   10.7;   81;    9.4;eor                                                                                                                                                 
    13667;  2021122421;   3;0;   10.2;   86;    9.0;eor                                                                                                                                                 
    13667;  2021122422;   3;0;   10.5;   81;    9.1;eor                                                                                                                                                 
    13667;  2021122423;   3;0;   10.2;   81;    8.6;eor                                                                                                                                                 
    13667;  2021122500;   3;0;   10.7;   76;    9.4;eor                                                                                                                                                 
    13667;  2021122501;   3;0;   11.0;   74;    9.7;eor                                                                                                                                                 
    13667;  2021122502;   3;0;   11.6;   71;   10.7;eor                                                                                                                                                 
    13667;  2021122503;   3;0;   11.5;   72;   10.5;eor                                                                                                                                                 
    13667;  2021122504;   3;0;   11.2;   75;   10.1;eor                                                                                                                                                 
    13667;  2021122505;   3;0;   11.2;   75;   10.4;eor                                                                                                                                                 
    13667;  2021122506;   3;0;   10.9;   78;    9.9;eor                                                                                                                                                 
    13667;  2021122507;   3;0;   10.8;   80;   10.0;eor                                                                                                                                                 
    13667;  2021122508;   3;0;   10.9;   79;   10.4;eor                                                                                                                                                 
    13667;  2021122509;   3;0;   10.5;   82;   10.6;eor                                                                                                                                                 
    13667;  2021122510;   3;0;   10.5;   82;   11.1;eor                                                                                                                                                 
    13667;  2021122511;   3;0;   10.6;   85;   13.0;eor                                                                                                                                                 
    13667;  2021122512;   3;0;   10.6;   84;   13.4;eor                                                                                                                                                 
    13667;  2021122513;   3;0;   10.6;   82;   11.8;eor                                                                                                                                                 
    13667;  2021122514;   3;0;   10.6;   82;   11.1;eor                                                                                                                                                 
    13667;  2021122515;   3;0;   10.4;   84;   10.4;eor                                                                                                                                                 
    13667;  2021122516;   3;0;    9.9;   87;    8.8;eor                                                                                                                                                 
    13667;  2021122517;   3;0;    9.5;   89;    8.8;eor                                                                                                                                                 
    13667;  2021122518;   3;0;    9.4;   89;    8.9;eor                                                                                                                                                 
    13667;  2021122519;   3;0;    9.2;   90;    8.4;eor                                                                                                                                                 
    13667;  2021122520;   3;0;    8.9;   88;    8.1;eor                                                                                                                                                 
    13667;  2021122521;   3;0;    8.6;   89;    7.9;eor                                                                                                                                                 
    13667;  2021122522;   3;0;    8.2;   90;    7.6;eor                                                                                                                                                 
    13667;  2021122523;   3;0;    8.0;   90;    7.5;eor                                                                                                                                                 
    13667;  2021122600;   3;0;    6.2;   97;    6.0;eor                                                                                                                                                 
    13667;  2021122601;   3;0;    4.9;   96;    4.8;eor                                                                                                                                                 
    13667;  2021122602;   3;0;    4.1;   96;    4.1;eor                                                                                                                                                 
    13667;  2021122603;   3;0;    3.9;   97;    3.9;eor                                                                                                                                                 
    13667;  2021122604;   3;0;    3.9;   97;    3.8;eor                                                                                                                                                 
    13667;  2021122605;   3;0;    3.7;   96;    3.6;eor                                                                                                                                                 
    13667;  2021122606;   3;0;    3.6;   97;    3.5;eor                                                                                                                                                 
    13667;  2021122607;   3;0;    3.8;   95;    3.7;eor                                                                                                                                                 
    13667;  2021122608;   3;0;    3.8;   95;    3.9;eor                                                                                                                                                 
    13667;  2021122609;   3;0;    4.1;   95;    4.6;eor                                                                                                                                                 
    13667;  2021122610;   3;0;    5.0;   91;    6.9;eor                                                                                                                                                 
    13667;  2021122611;   3;0;    5.7;   91;    7.1;eor                                                                                                                                                 
    13667;  2021122612;   3;0;    6.2;   92;    9.6;eor                                                                                                                                                 
    13667;  2021122613;   3;0;    6.7;   92;    7.5;eor                                                                                                                                                 
    13667;  2021122614;   3;0;    7.4;   93;    7.7;eor                                                                                                                                                 
    13667;  2021122615;   3;0;    8.0;   94;    7.9;eor                                                                                                                                                 
    13667;  2021122616;   3;0;    8.5;   91;    7.8;eor                                                                                                                                                 
    13667;  2021122617;   3;0;    8.6;   91;    7.9;eor                                                                                                                                                 
    13667;  2021122618;   3;0;    8.6;   90;    7.9;eor                                                                                                                                                 
    13667;  2021122619;   3;0;    8.5;   91;    7.7;eor                                                                                                                                                 
    13667;  2021122620;   3;0;    8.5;   90;    7.7;eor                                                                                                                                                 
    13667;  2021122621;   3;0;    8.7;   90;    7.8;eor                                                                                                                                                 
    13667;  2021122622;   3;0;    8.5;   88;    7.2;eor                                                                                                                                                 
    13667;  2021122623;   3;0;    8.5;   88;    7.3;eor                                                                                                                                                 
    13667;  2021122700;   3;0;    8.9;   86;    7.7;eor                                                                                                                                                 
    13667;  2021122701;   3;0;    8.8;   86;    7.5;eor                                                                                                                                                 
    13667;  2021122702;   3;0;    8.8;   85;    7.6;eor                                                                                                                                                 
    13667;  2021122703;   3;0;    8.0;   88;    6.9;eor                                                                                                                                                 
    13667;  2021122704;   3;0;    7.9;   87;    7.1;eor                                                                                                                                                 
    13667;  2021122705;   3;0;    7.9;   89;    7.1;eor                                                                                                                                                 
    13667;  2021122706;   3;0;    8.4;   82;    7.1;eor                                                                                                                                                 
    13667;  2021122707;   3;0;    7.8;   83;    6.0;eor                                                                                                                                                 
    13667;  2021122708;   3;0;    7.8;   82;    6.4;eor                                                                                                                                                 
    13667;  2021122709;   3;0;    8.1;   76;    7.5;eor                                                                                                                                                 
    13667;  2021122710;   3;0;    8.6;   71;    9.2;eor                                                                                                                                                 
    13667;  2021122711;   3;0;    9.3;   72;   10.7;eor                                                                                                                                                 
    13667;  2021122712;   3;0;    9.2;   82;   10.4;eor                                                                                                                                                 
    13667;  2021122713;   3;0;    8.7;   83;    8.7;eor                                                                                                                                                 
    13667;  2021122714;   3;0;    9.0;   84;    9.5;eor                                                                                                                                                 
    13667;  2021122715;   3;0;   10.4;   68;    9.3;eor                                                                                                                                                 
    13667;  2021122716;   3;0;    9.7;   72;    8.0;eor                                                                                                                                                 
    13667;  2021122717;   3;0;   10.4;   70;    9.5;eor                                                                                                                                                 
    13667;  2021122718;   3;0;   10.5;   76;   10.0;eor                                                                                                                                                 
    13667;  2021122719;   3;0;   10.0;   84;    8.9;eor                                                                                                                                                 
    13667;  2021122720;   3;0;   10.5;   78;    9.8;eor                                                                                                                                                 
    13667;  2021122721;   3;0;   10.7;   75;    9.9;eor                                                                                                                                                 
    13667;  2021122722;   3;0;   11.0;   71;    9.9;eor                                                                                                                                                 
    13667;  2021122723;   3;0;   11.0;   67;   10.1;eor                                                                                                                                                 
    13667;  2021122800;   3;0;   10.4;   70;    9.1;eor                                                                                                                                                 
    13667;  2021122801;   3;0;   11.0;   64;   10.1;eor                                                                                                                                                 
    13667;  2021122802;   3;0;   11.1;   64;   10.0;eor                                                                                                                                                 
    13667;  2021122803;   3;0;   11.5;   63;   10.7;eor                                                                                                                                                 
    13667;  2021122804;   3;0;   10.2;   76;    8.6;eor                                                                                                                                                 
    13667;  2021122805;   3;0;   10.6;   71;    9.2;eor                                                                                                                                                 
    13667;  2021122806;   3;0;   11.2;   67;   10.6;eor                                                                                                                                                 
    13667;  2021122807;   3;0;   11.4;   71;   10.9;eor                                                                                                                                                 
    13667;  2021122808;   3;0;   11.7;   74;   11.2;eor                                                                                                                                                 
    13667;  2021122809;   3;0;   12.1;   75;   12.2;eor                                                                                                                                                 
    13667;  2021122810;   3;0;   12.4;   77;   13.1;eor                                                                                                                                                 
    13667;  2021122811;   3;0;   13.0;   74;   14.3;eor                                                                                                                                                 
    13667;  2021122812;   3;0;   12.8;   77;   13.2;eor                                                                                                                                                 
    13667;  2021122813;   3;0;   12.6;   81;   12.7;eor                                                                                                                                                 
    13667;  2021122814;   3;0;   12.4;   80;   10.9;eor                                                                                                                                                 
    13667;  2021122815;   3;0;   12.1;   71;   11.3;eor                                                                                                                                                 
    13667;  2021122816;   3;0;   10.9;   73;   10.2;eor                                                                                                                                                 
    13667;  2021122817;   3;0;   11.0;   73;    9.9;eor                                                                                                                                                 
    13667;  2021122818;   3;0;   10.9;   73;    9.6;eor                                                                                                                                                 
    13667;  2021122819;   3;0;   10.7;   72;    9.1;eor                                                                                                                                                 
    13667;  2021122820;   3;0;   11.1;   67;   10.5;eor                                                                                                                                                 
    13667;  2021122821;   3;0;   10.8;   69;   10.3;eor                                                                                                                                                 
    13667;  2021122822;   3;0;   10.8;   69;   10.3;eor                                                                                                                                                 
    13667;  2021122823;   3;0;   10.5;   70;   10.0;eor                                                                                                                                                 
    13667;  2021122900;   3;0;   10.3;   69;    9.8;eor                                                                                                                                                 
    13667;  2021122901;   3;0;    9.9;   73;    9.5;eor                                                                                                                                                 
    13667;  2021122902;   3;0;    9.9;   72;    9.5;eor                                                                                                                                                 
    13667;  2021122903;   3;0;    9.9;   73;    9.5;eor                                                                                                                                                 
    13667;  2021122904;   3;0;    9.9;   74;    9.5;eor                                                                                                                                                 
    13667;  2021122905;   3;0;    9.8;   75;    9.4;eor                                                                                                                                                 
    13667;  2021122906;   3;0;    9.8;   74;    9.4;eor                                                                                                                                                 
    13667;  2021122907;   3;0;    9.8;   75;    9.3;eor                                                                                                                                                 
    13667;  2021122908;   3;0;   10.2;   75;    9.8;eor                                                                                                                                                 
    13667;  2021122909;   3;0;   10.5;   72;   10.2;eor                                                                                                                                                 
    13667;  2021122910;   3;0;    9.3;   80;    8.1;eor                                                                                                                                                 
    13667;  2021122911;   3;0;    8.8;   87;    8.3;eor                                                                                                                                                 
    13667;  2021122912;   3;0;    9.4;   88;    9.5;eor                                                                                                                                                 
    13667;  2021122913;   3;0;    9.4;   88;    9.4;eor                                                                                                                                                 
    13667;  2021122914;   3;0;   10.0;   89;    9.7;eor                                                                                                                                                 
    13667;  2021122915;   3;0;   11.8;   83;   10.9;eor                                                                                                                                                 
    13667;  2021122916;   3;0;   12.3;   83;   11.7;eor                                                                                                                                                 
    13667;  2021122917;   3;0;   13.0;   83;   11.9;eor                                                                                                                                                 
    13667;  2021122918;   3;0;   13.4;   85;   12.4;eor                                                                                                                                                 
    13667;  2021122919;   3;0;   13.7;   86;   12.6;eor                                                                                                                                                 
    13667;  2021122920;   3;0;   13.8;   87;   12.7;eor                                                                                                                                                 
    13667;  2021122921;   3;0;   13.9;   88;   12.8;eor                                                                                                                                                 
    13667;  2021122922;   3;0;   13.9;   87;   12.8;eor                                                                                                                                                 
    13667;  2021122923;   3;0;   13.9;   86;   12.7;eor                                                                                                                                                 
    13667;  2021123000;   3;0;   13.8;   87;   12.7;eor                                                                                                                                                 
    13667;  2021123001;   3;0;   13.6;   85;   12.6;eor                                                                                                                                                 
    13667;  2021123002;   3;0;   13.9;   83;   13.4;eor                                                                                                                                                 
    13667;  2021123003;   3;0;   14.0;   82;   13.5;eor                                                                                                                                                 
    13667;  2021123004;   3;0;   14.1;   81;   13.7;eor                                                                                                                                                 
    13667;  2021123005;   3;0;   14.3;   79;   13.8;eor                                                                                                                                                 
    13667;  2021123006;   3;0;   13.8;   84;   13.3;eor                                                                                                                                                 
    13667;  2021123007;   3;0;   14.2;   81;   13.7;eor                                                                                                                                                 
    13667;  2021123008;   3;0;   14.2;   81;   14.1;eor                                                                                                                                                 
    13667;  2021123009;   3;0;   14.4;   81;   14.4;eor                                                                                                                                                 
    13667;  2021123010;   3;0;   14.9;   78;   16.1;eor                                                                                                                                                 
    13667;  2021123011;   3;0;   15.0;   77;   15.9;eor                                                                                                                                                 
    13667;  2021123012;   3;0;   15.4;   76;   16.8;eor                                                                                                                                                 
    13667;  2021123013;   3;0;   15.7;   74;   17.2;eor                                                                                                                                                 
    13667;  2021123014;   3;0;   15.4;   77;   16.1;eor                                                                                                                                                 
    13667;  2021123015;   3;0;   15.1;   76;   15.3;eor                                                                                                                                                 
    13667;  2021123016;   3;0;   14.8;   77;   14.4;eor                                                                                                                                                 
    13667;  2021123017;   3;0;   14.6;   76;   13.9;eor                                                                                                                                                 
    13667;  2021123018;   3;0;   14.5;   73;   14.2;eor                                                                                                                                                 
    13667;  2021123019;   3;0;   14.2;   73;   13.6;eor                                                                                                                                                 
    13667;  2021123020;   3;0;   13.7;   75;   12.3;eor                                                                                                                                                 
    13667;  2021123021;   3;0;   12.8;   78;   10.4;eor                                                                                                                                                 
    13667;  2021123022;   3;0;   11.8;   80;    9.3;eor                                                                                                                                                 
    13667;  2021123023;   3;0;   10.6;   85;    8.6;eor                                                                                                                                                 
    13667;  2021123100;   3;0;   10.3;   86;    8.4;eor                                                                                                                                                 
    13667;  2021123101;   3;0;    9.8;   87;    8.1;eor                                                                                                                                                 
    13667;  2021123102;   3;0;   10.6;   81;    8.7;eor                                                                                                                                                 
    13667;  2021123103;   3;0;    9.1;   84;    7.5;eor                                                                                                                                                 
    13667;  2021123104;   3;0;   10.0;   82;    8.4;eor                                                                                                                                                 
    13667;  2021123105;   3;0;    9.2;   83;    7.4;eor                                                                                                                                                 
    13667;  2021123106;   3;0;    7.9;   91;    6.0;eor                                                                                                                                                 
    13667;  2021123107;   3;0;    7.3;   91;    5.3;eor                                                                                                                                                 
    13667;  2021123108;   3;0;    7.1;   94;    5.6;eor                                                                                                                                                 
    13667;  2021123109;   3;0;    7.8;   92;    7.1;eor                                                                                                                                                 
    13667;  2021123110;   3;0;    9.4;   81;    8.7;eor                                                                                                                                                 
    13667;  2021123111;   3;0;   10.9;   79;   11.5;eor                                                                                                                                                 
    13667;  2021123112;   3;0;   12.1;   75;   12.5;eor                                                                                                                                                 
    13667;  2021123113;   3;0;   13.5;   72;   23.2;eor                                                                                                                                                 
    13667;  2021123114;   3;0;   16.9;   48;   16.8;eor                                                                                                                                                 
    13667;  2021123115;   3;0;   16.4;   48;   15.7;eor                                                                                                                                                 
    13667;  2021123116;   3;0;   15.7;   47;   13.7;eor                                                                                                                                                 
    13667;  2021123117;   3;0;   15.1;   50;   13.4;eor                                                                                                                                                 
    13667;  2021123118;   3;0;   14.6;   55;   12.5;eor                                                                                                                                                 
    13667;  2021123119;   3;0;   14.3;   54;   11.8;eor                                                                                                                                                 
    13667;  2021123120;   3;0;   14.5;   48;   12.4;eor                                                                                                                                                 
    13667;  2021123121;   3;0;   11.7;   64;    9.2;eor                                                                                                                                                 
    13667;  2021123122;   3;0;    9.9;   73;    7.5;eor                                                                                                                                                 
    13667;  2021123123;   3;0;    9.4;   73;    6.6;eor                                                                                                                                                 
    13667;  2022010100;   3;0;    9.2;   71;    6.9;eor                                                                                                                                                 
    13667;  2022010101;   3;0;    8.2;   78;    5.7;eor                                                                                                                                                 
    13667;  2022010102;   3;0;    7.5;   82;    5.4;eor                                                                                                                                                 
    13667;  2022010103;   3;0;    6.9;   81;    4.7;eor                                                                                                                                                 
    13667;  2022010104;   3;0;    8.1;   77;    6.5;eor                                                                                                                                                 
    13667;  2022010105;   3;0;    7.6;   78;    5.8;eor                                                                                                                                                 
    13667;  2022010106;   3;0;    7.4;   83;    5.3;eor                                                                                                                                                 
    13667;  2022010107;   3;0;    6.2;   87;    4.0;eor                                                                                                                                                 
    13667;  2022010108;   3;0;    5.9;   89;    4.1;eor                                                                                                                                                 
